Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Pascal Gross,13,de GER,DM,31-293,90,0,1,0,0,2,1,0,0,80,1,0,1,0.2,0.2,0.8,2,1,62,71,87.3,6,49,1,2,1,d07537b9,95a97dc6,8aec0537,4ba7cbea,0,d07537b9,2,62,71,87.3,868,228,37,40,92.5,15,17,88.2,5,8,62.5,1,0.8,0.1,2,5,3,0,6,71,63,8,4,0,0,4,0,4,1,1,0,62,0,1,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0,80,0,14,41,25,3,80,2,1,50.0,1,50.0,49,131,27,1,1,1,2,1,61,4,0,0,0,2,0,0,4,0,0,0,0,0,5,1,3,25.0,Midfielders,1.0
Pervis Estupinan,30,ec ECU,LB,25-073,90,0,0,0,0,1,0,0,0,89,2,1,2,0.0,0.0,0.3,3,0,70,78,89.7,6,47,4,2,0,d07537b9,95a97dc6,d38fdf53,4ba7cbea,0,d07537b9,2,70,78,89.7,1029,322,44,47,93.6,25,29,86.2,1,1,100.0,0,0.3,0.1,2,5,0,0,6,78,70,8,1,1,0,1,7,0,0,0,0,70,0,0,2,0,2,0,0,2,3,66.7,1,2,1,1,1,3,2,0,89,4,22,54,13,3,89,2,0,0.0,2,100.0,47,281,204,4,1,0,2,2,55,3,0,0,0,1,1,0,1,1,0,0,0,0,9,2,1,66.7,Defenders,1.0
Lewis Dunk,5,eng ENG,CB,31-134,90,0,0,0,0,2,0,0,0,115,0,2,1,0.2,0.2,0.0,1,1,98,108,90.7,5,68,0,1,1,d07537b9,95a97dc6,282f75f3,4ba7cbea,0,d07537b9,2,98,108,90.7,1784,595,34,35,97.1,54,56,96.4,8,14,57.1,0,0.0,0.0,0,2,1,0,5,108,96,12,5,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0,115,20,65,48,2,2,115,1,1,100.0,0,0.0,68,235,74,0,0,0,0,0,90,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,0,100.0,Defenders,1.0
Adam Webster,4,eng ENG,CB,28-090,90,0,0,0,0,0,0,0,0,88,1,0,2,0.0,0.0,0.0,2,0,73,82,89.0,4,60,0,2,2,d07537b9,95a97dc6,c40b6180,4ba7cbea,0,d07537b9,2,73,82,89.0,1449,529,18,21,85.7,51,55,92.7,4,6,66.7,0,0.0,0.0,1,6,0,0,4,82,81,1,1,0,0,0,0,0,0,0,0,73,0,0,1,1,0,1,0,1,2,50.0,1,2,2,0,0,1,2,1,88,5,38,49,1,0,88,2,2,100.0,0,0.0,60,321,104,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,100.0,Defenders,1.0
Joel Veltman,34,nl NED,RB,31-079,90,0,0,0,0,1,0,0,0,71,3,1,2,0.1,0.1,0.0,0,0,45,59,76.3,5,43,1,0,0,d07537b9,95a97dc6,dad4b285,4ba7cbea,0,d07537b9,2,45,59,76.3,751,258,23,28,82.1,15,20,75.0,5,8,62.5,0,0.0,0.0,0,6,0,0,5,59,46,13,1,0,1,1,12,0,0,0,0,45,0,1,3,1,3,0,0,2,3,66.7,1,2,0,2,1,4,0,0,71,2,24,32,16,0,71,0,0,,0,,43,228,78,1,1,0,2,0,38,3,0,0,0,0,1,0,1,1,1,0,0,0,9,2,0,100.0,Defenders,1.0
Jamie Vardy,9,eng ENG,FW,36-083,75,0,0,0,0,1,0,0,0,13,1,0,1,0.0,0.0,0.0,0,0,3,7,42.9,1,3,0,1,0,a2d435b3,f213214b,45963054,a2d435b3,1,8602292d,2,3,7,42.9,22,7,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,7,7,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,1,0,13,0,2,8,3,1,13,1,0,0.0,1,100.0,3,12,5,0,0,0,1,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,50.0,Forward,0.0
Patson Daka,20,zm ZAM,FW,24-177,15,0,0,0,0,1,0,0,0,6,0,1,0,0.0,0.0,0.0,1,0,2,2,100.0,0,1,0,0,0,a2d435b3,f213214b,ca45605e,a2d435b3,1,8602292d,2,2,2,100.0,23,16,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,6,1,1,2,3,2,6,0,0,,0,,1,3,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0.0,Forward,0.0
Harvey Barnes,7,eng ENG,LW,25-116,90,1,0,0,0,3,3,0,0,30,1,0,1,0.1,0.1,0.0,3,1,12,21,57.1,3,19,6,2,1,a2d435b3,f213214b,3ea50f67,a2d435b3,1,8602292d,2,12,21,57.1,122,25,11,13,84.6,0,2,0.0,0,2,0.0,0,0.0,0.0,0,0,1,0,3,21,21,0,0,0,0,4,0,0,0,0,0,12,0,2,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,0,0,30,1,5,7,18,4,30,2,1,50.0,1,50.0,19,182,122,6,3,2,0,0,20,7,0,0,0,2,2,1,4,0,0,0,0,0,1,0,3,0.0,Forward,0.0
James Maddison,10,eng ENG,RW,26-132,84,0,0,0,0,1,1,0,0,28,2,1,0,0.0,0.0,0.2,3,0,12,22,54.5,3,16,1,0,0,a2d435b3,f213214b,ee38d9c5,a2d435b3,1,8602292d,2,12,22,54.5,298,105,4,7,57.1,4,5,80.0,4,8,50.0,0,0.2,0.1,3,1,0,0,3,22,17,5,1,0,1,7,0,4,3,1,0,12,0,1,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0,28,1,4,10,14,3,28,0,0,,0,,16,96,72,1,0,0,2,1,16,3,0,0,0,1,1,0,7,1,2,0,0,0,2,0,0,,Forward,0.0
Ricardo Pereira,21,pt POR,RW,29-180,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,1,0,0,0,a2d435b3,f213214b,75a72a99,a2d435b3,1,8602292d,2,1,5,20.0,3,2,0,1,0.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,5,2,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,6,0,1,3,2,0,6,0,0,,0,,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Forward,0.0
Kiernan Dewsbury-Hall,22,eng ENG,LM,24-210,69,0,0,0,0,0,0,2,1,31,4,1,3,0.0,0.0,0.0,1,0,18,21,85.7,3,21,1,0,0,a2d435b3,f213214b,5c74c0f5,a2d435b3,1,8602292d,2,18,21,85.7,378,82,7,8,87.5,7,8,87.5,4,4,100.0,0,0.0,0.0,1,3,0,0,3,21,20,0,0,0,0,0,0,0,0,0,0,18,1,0,4,2,0,4,0,1,3,33.3,2,3,0,3,1,5,0,0,31,0,4,20,7,1,31,0,0,,0,,21,103,58,1,1,0,2,1,21,1,2,1,1,3,2,0,0,1,2,0,0,0,2,0,0,,Midfielders,0.0
Wilfred Ndidi,25,ng NGA,CM,26-109,90,0,0,0,0,1,0,0,0,35,4,1,0,0.0,0.0,0.0,1,0,22,28,78.6,0,16,0,1,0,a2d435b3,f213214b,6b47c5db,a2d435b3,1,8602292d,2,22,28,78.6,319,93,11,15,73.3,10,12,83.3,0,0,,0,0.0,0.0,0,1,0,0,0,28,27,1,1,0,0,1,0,0,0,0,0,22,0,0,4,2,3,1,0,0,2,0.0,2,0,0,0,1,5,1,1,35,0,15,17,4,0,35,1,0,0.0,1,100.0,16,78,36,0,0,0,0,0,19,0,0,0,0,1,2,0,1,1,2,0,0,0,8,1,1,50.0,Midfielders,0.0
Nampalys Mendy,24,sn SEN,RM,30-285,90,0,0,0,0,0,0,0,0,47,2,2,3,0.0,0.0,0.0,2,0,24,35,68.6,3,24,0,2,1,a2d435b3,f213214b,1598599e,a2d435b3,1,8602292d,2,24,35,68.6,352,64,13,15,86.7,9,12,75.0,1,3,33.3,0,0.0,0.0,0,3,1,0,3,35,30,4,0,1,0,0,1,0,0,0,0,24,1,1,2,2,2,0,0,0,1,0.0,1,3,1,2,2,4,0,0,47,3,20,22,5,0,47,2,1,50.0,1,50.0,24,125,68,0,0,0,2,0,23,0,0,0,0,0,2,0,0,2,2,0,0,0,4,0,0,,Midfielders,0.0
Victor Bernth Kristiansen,16,dk DEN,LB,20-109,90,0,0,0,0,0,0,0,0,44,3,0,2,0.0,0.0,0.0,1,0,23,36,63.9,1,21,0,1,0,a2d435b3,f213214b,505486d6,a2d435b3,1,8602292d,2,23,36,63.9,350,139,10,12,83.3,11,13,84.6,1,6,16.7,0,0.0,0.0,0,0,0,0,1,36,32,4,2,0,0,2,2,0,0,0,0,23,0,2,3,2,1,1,1,2,2,100.0,0,2,2,0,0,3,0,0,44,4,21,14,9,0,44,1,0,0.0,1,100.0,21,162,27,0,0,0,0,0,27,2,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,,Defenders,0.0
Wout Faes,3,be BEL,CB,25-001,90,0,1,0,0,0,0,1,0,49,0,2,2,0.0,0.0,0.1,3,1,42,45,93.3,1,36,0,0,0,a2d435b3,f213214b,9c221d14,a2d435b3,1,8602292d,2,42,45,93.3,884,331,15,15,100.0,20,20,100.0,7,10,70.0,1,0.1,0.0,2,3,0,0,1,45,43,2,2,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,,0,2,2,0,2,2,2,0,49,9,40,10,0,0,49,0,0,,0,,36,260,136,0,0,0,0,0,36,0,1,0,0,1,0,0,0,2,0,0,0,0,7,0,0,,Defenders,0.0
Harry Souttar,15,au AUS,CB,24-164,90,0,0,0,0,2,0,0,0,51,1,3,0,0.2,0.2,0.0,1,0,31,39,79.5,1,30,1,0,0,a2d435b3,f213214b,0a6cb1b1,a2d435b3,1,8602292d,2,31,39,79.5,585,161,11,12,91.7,18,20,90.0,2,7,28.6,0,0.0,0.0,0,3,0,0,1,39,38,1,1,0,0,0,0,0,0,0,0,31,0,0,1,1,1,0,0,0,0,,0,0,0,0,3,4,5,0,51,8,36,13,2,2,51,0,0,,0,,30,157,75,1,0,0,0,0,30,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,1,66.7,Defenders,0.0
Timothy Castagne,27,be BEL,RB,27-120,90,0,0,0,0,0,0,1,0,40,1,4,1,0.0,0.0,0.0,0,0,26,33,78.8,2,18,1,1,1,a2d435b3,f213214b,197640fd,a2d435b3,1,8602292d,2,26,33,78.8,361,107,17,20,85.0,7,10,70.0,1,1,100.0,0,0.0,0.0,0,0,0,0,2,33,27,6,2,0,0,1,4,0,0,0,0,26,0,0,1,1,1,0,0,1,4,25.0,3,1,0,1,4,5,1,0,40,3,17,13,11,0,40,1,1,100.0,0,0.0,18,78,47,1,1,0,1,0,20,4,1,0,0,0,2,1,1,4,1,0,0,0,7,2,1,66.7,Defenders,0.0
Ollie Watkins,11,eng ENG,FW,27-095,90,1,0,0,0,3,3,0,0,17,0,0,1,0.5,0.5,0.0,3,0,8,11,72.7,1,6,3,1,1,8602292d,f213214b,aed3a70f,a2d435b3,1,8602292d,2,8,11,72.7,97,0,5,6,83.3,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,11,10,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,17,2,2,3,12,7,17,1,1,100.0,0,0.0,6,50,37,3,0,3,0,0,13,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,33.3,Forward,1.0
Leon Bailey,31,jm JAM,"FW,RM",25-238,84,0,0,0,0,2,0,0,0,40,0,0,0,0.1,0.1,0.0,3,0,22,34,64.7,0,28,5,5,1,8602292d,f213214b,3a233281,a2d435b3,1,8602292d,2,22,34,64.7,327,35,13,16,81.3,8,13,61.5,1,2,50.0,0,0.0,0.0,1,1,0,0,0,34,30,4,0,0,0,5,2,2,1,0,0,22,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,40,0,2,9,29,2,40,5,1,20.0,2,40.0,28,168,78,5,1,0,1,3,33,12,0,0,0,2,0,0,5,0,0,0,0,0,1,1,0,100.0,Forward,1.0
Bertrand Traore,9,bf BFA,RM,27-210,6,1,0,0,0,1,1,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,8602292d,f213214b,c47541e0,a2d435b3,1,8602292d,2,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,,0,,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Midfielders,1.0
Emi Buendia,10,ar ARG,LM,26-100,90,0,1,0,0,0,0,0,0,50,2,2,0,0.0,0.0,0.5,4,1,30,41,73.2,9,33,2,2,2,8602292d,f213214b,66b76d44,a2d435b3,1,8602292d,2,30,41,73.2,505,152,15,21,71.4,12,15,80.0,3,3,100.0,1,0.5,0.2,4,2,2,0,9,41,40,1,0,1,0,1,0,0,0,0,0,30,0,2,2,1,1,1,0,1,3,33.3,2,0,0,0,2,4,1,0,50,2,7,18,25,4,50,2,2,100.0,0,0.0,33,138,86,2,1,0,1,2,39,5,0,0,0,1,1,0,1,2,1,0,0,0,2,1,2,33.3,Midfielders,1.0
Douglas Luiz,6,br BRA,CM,24-330,90,0,0,0,0,2,1,0,0,99,2,0,0,0.1,0.1,0.0,4,1,73,89,82.0,7,67,3,1,1,8602292d,f213214b,6f7d826d,a2d435b3,1,8602292d,2,73,89,82.0,1279,180,28,32,87.5,37,45,82.2,5,7,71.4,0,0.0,0.1,1,8,1,0,7,89,78,10,3,0,0,3,1,6,1,0,0,73,1,0,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,99,2,15,56,28,1,99,1,1,100.0,0,0.0,67,352,185,3,3,0,1,0,69,2,0,0,0,4,0,0,3,0,1,0,0,0,8,0,1,0.0,Midfielders,1.0
John McGinn,7,sct SCO,CM,28-168,90,0,0,0,0,1,0,0,0,58,0,0,0,0.0,0.0,0.0,2,0,49,53,92.5,5,43,0,3,2,8602292d,f213214b,90f91999,a2d435b3,1,8602292d,2,49,53,92.5,853,149,20,20,100.0,21,23,91.3,6,7,85.7,0,0.0,0.0,0,6,1,0,5,53,53,0,0,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,58,2,4,39,15,0,58,3,2,66.7,1,33.3,43,216,80,0,2,0,1,2,50,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Midfielders,1.0
Jacob Ramsey,41,eng ENG,RM,21-311,78,0,0,0,0,2,0,0,0,19,1,0,1,0.1,0.1,0.0,1,0,10,13,76.9,1,10,2,0,0,8602292d,f213214b,1544f145,a2d435b3,1,8602292d,2,10,13,76.9,124,30,7,8,87.5,1,1,100.0,0,0,,0,0.0,0.0,1,1,1,0,1,13,13,0,0,0,0,1,0,0,0,0,0,10,0,1,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,19,1,4,7,9,2,19,0,0,,0,,10,74,44,2,2,0,0,2,11,1,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,,Midfielders,1.0
Jader Duran,22,co COL,FW,19-112,12,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,8602292d,f213214b,414184f7,a2d435b3,1,8602292d,2,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,,Forward,1.0
Alex Moreno,15,es ESP,LB,29-300,84,0,0,0,0,3,0,0,0,70,0,0,1,0.1,0.1,0.1,3,0,55,61,90.2,5,52,7,3,1,8602292d,f213214b,16e9d0ea,a2d435b3,1,8602292d,2,55,61,90.2,859,212,32,35,91.4,16,17,94.1,5,6,83.3,0,0.1,0.2,2,3,3,1,5,61,53,8,1,0,0,1,7,0,0,0,0,55,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,70,1,11,27,33,5,70,3,1,33.3,2,66.7,52,402,211,7,3,1,1,1,55,18,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0.0,Defenders,1.0
Lucas Digne,27,fr FRA,LB,29-258,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,8602292d,f213214b,1b84dbe1,a2d435b3,1,8602292d,2,2,2,100.0,22,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,,0,,2,11,11,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defenders,1.0
Tyrone Mings,5,eng ENG,CB,30-022,90,0,0,0,0,0,0,0,0,101,0,2,0,0.0,0.0,0.0,0,0,81,91,89.0,9,74,1,1,1,8602292d,f213214b,8397a50c,a2d435b3,1,8602292d,2,81,91,89.0,1393,482,31,33,93.9,45,47,95.7,4,10,40.0,0,0.0,0.0,0,7,0,0,9,91,91,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,101,12,40,55,6,0,101,1,1,100.0,0,0.0,74,463,296,1,1,0,0,1,73,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,100.0,Defenders,1.0
Ezri Konsa,4,eng ENG,CB,25-163,90,0,0,0,0,0,0,0,0,96,1,0,2,0.0,0.0,0.0,0,0,82,83,98.8,3,65,0,0,0,8602292d,f213214b,0313a347,a2d435b3,1,8602292d,2,82,83,98.8,1456,432,28,28,100.0,51,52,98.1,3,3,100.0,0,0.0,0.0,0,8,0,0,3,83,80,3,2,0,0,0,1,0,0,0,0,82,0,0,1,1,0,1,0,1,1,100.0,0,2,0,2,0,1,7,0,96,10,33,59,4,1,96,0,0,,0,,65,370,231,0,1,0,1,2,70,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,100.0,Defenders,1.0
Ashley Young,18,eng ENG,RB,37-269,84,0,0,0,0,1,0,0,0,74,1,2,1,0.0,0.0,0.1,3,0,54,63,85.7,9,47,2,2,2,8602292d,f213214b,be927d03,a2d435b3,1,8602292d,2,54,63,85.7,897,248,22,25,88.0,28,32,87.5,3,4,75.0,0,0.1,0.1,2,8,2,0,9,63,51,12,4,0,0,2,8,0,0,0,0,54,0,1,1,0,1,0,0,1,2,50.0,1,1,0,1,2,3,3,0,74,2,17,40,18,0,74,2,2,100.0,0,0.0,47,238,119,2,0,0,1,1,49,0,0,0,0,1,4,1,2,2,0,0,0,0,4,2,0,100.0,Defenders,1.0
Calum Chambers,16,eng ENG,RB,28-074,6,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,2,1,0,0,0,8602292d,f213214b,dc6f5bdd,a2d435b3,1,8602292d,2,3,3,100.0,79,32,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,2,0,3,0,0,,0,,1,8,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defenders,1.0
Joao Felix,11,pt POR,FW,23-145,84,0,0,0,0,4,0,0,0,30,0,0,0,0.3,0.3,0.0,5,0,15,22,68.2,4,31,7,6,5,cff3d9bb,1028e683,8aafd64f,cff3d9bb,0,822bd0ba,0,15,22,68.2,242,63,7,8,87.5,4,8,50.0,2,3,66.7,0,0.0,0.0,0,1,1,0,4,22,21,1,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,0,0,15,16,5,30,6,5,83.3,1,16.7,31,260,168,7,5,2,0,1,30,7,0,0,0,1,5,0,0,0,0,0,0,0,3,0,2,0.0,Forward,0.5
Raheem Sterling,17,eng ENG,FW,28-117,6,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,4,0,1,1,cff3d9bb,1028e683,b400bde0,cff3d9bb,0,822bd0ba,0,3,3,100.0,27,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,2,2,0,3,1,1,100.0,0,0.0,4,12,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,Forward,0.5
Kai Havertz,29,de GER,FW,23-297,90,0,0,0,0,4,2,0,0,45,1,0,1,1.0,1.0,0.1,3,0,20,28,71.4,4,29,4,2,0,cff3d9bb,1028e683,fed7cb61,cff3d9bb,0,822bd0ba,0,20,28,71.4,311,58,13,14,92.9,5,7,71.4,2,3,66.7,0,0.1,0.1,2,3,3,0,4,28,25,2,1,0,0,1,0,0,0,0,0,20,1,3,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,45,2,2,23,20,7,45,2,0,0.0,1,50.0,29,107,71,4,0,2,4,1,25,12,0,0,0,2,1,2,1,0,1,0,0,0,5,1,2,33.3,Forward,0.5
Mateo Kovacic,8,hr CRO,CM,28-333,90,0,0,0,0,2,0,1,0,71,1,1,0,0.8,0.8,0.0,3,0,51,61,83.6,8,57,0,2,2,cff3d9bb,1028e683,79c0821a,cff3d9bb,0,822bd0ba,0,51,61,83.6,800,210,23,23,100.0,26,31,83.9,1,3,33.3,0,0.0,0.0,1,5,1,0,8,61,60,1,1,0,0,1,0,0,0,0,0,51,0,3,1,1,1,0,0,1,4,25.0,3,0,0,0,1,2,0,0,71,2,17,40,14,3,71,2,2,100.0,0,0.0,57,178,77,0,1,0,3,2,59,4,1,0,0,1,1,0,1,1,1,0,0,0,3,0,0,,Midfielders,0.5
Enzo Fernandez,5,ar ARG,CM,22-077,90,0,0,0,0,1,0,0,0,96,2,0,2,0.0,0.0,0.0,1,0,76,89,85.4,9,70,0,1,1,cff3d9bb,1028e683,5ff4ab71,cff3d9bb,0,822bd0ba,0,76,89,85.4,1296,462,36,40,90.0,23,26,88.5,12,16,75.0,0,0.0,0.0,0,10,0,0,9,89,84,5,5,0,1,0,0,0,0,0,0,76,0,1,2,2,2,0,0,2,2,100.0,0,2,0,2,0,2,0,0,96,3,31,58,9,0,96,1,1,100.0,0,0.0,70,185,84,0,0,0,1,0,70,0,0,0,0,0,2,1,0,0,2,0,0,0,12,0,0,,Midfielders,0.5
N'Golo Kante,7,fr FRA,CM,32-006,68,0,0,0,0,0,0,0,0,40,3,1,1,0.0,0.0,0.9,4,0,24,27,88.9,7,28,3,2,1,cff3d9bb,1028e683,b9fbae28,cff3d9bb,0,822bd0ba,0,24,27,88.9,380,179,11,12,91.7,12,12,100.0,1,1,100.0,0,0.9,0.2,3,4,1,0,7,27,27,0,0,1,0,1,0,0,0,0,0,24,0,2,3,3,2,1,0,0,0,,0,1,0,1,1,4,1,0,40,1,10,19,12,0,40,2,1,50.0,0,0.0,28,201,109,3,3,0,4,1,24,1,0,0,0,1,1,0,1,1,3,0,0,0,8,0,1,0.0,Midfielders,0.5
Conor Gallagher,23,eng ENG,CM,23-057,22,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,0,0,14,16,87.5,3,13,0,0,0,cff3d9bb,1028e683,c2731c10,cff3d9bb,0,822bd0ba,0,14,16,87.5,187,34,8,8,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,2,0,0,3,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,19,1,3,11,5,0,19,0,0,,0,,13,42,17,0,1,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Midfielders,0.5
Ben Chilwell,21,eng ENG,WB,26-104,77,0,0,0,0,0,0,0,0,40,1,2,1,0.0,0.0,0.5,3,0,30,33,90.9,2,30,0,0,0,cff3d9bb,1028e683,d2424d1b,cff3d9bb,0,822bd0ba,0,30,33,90.9,449,121,15,15,100.0,10,11,90.9,3,3,100.0,0,0.5,0.6,3,1,1,0,2,33,30,3,1,0,0,1,1,1,0,1,0,30,0,0,1,1,0,1,0,0,1,0.0,1,1,0,1,2,3,0,0,40,0,12,14,14,2,40,0,0,,0,,30,129,31,0,1,1,3,0,29,10,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0.0,Defenders,0.5
